Organism	Name	Cell Type	Reference	URL	Entrez ID	Function
Mouse	TRIM9	Interneurons	PanglaoDB	https://panglaodb.se/	94090	tripartite motif-containing 9
Mouse	KCNC1	Interneurons	PanglaoDB	https://panglaodb.se/	16502	potassium voltage gated channel, Shaw-related subfamily, member 1
Mouse	RAB3B	Interneurons	PanglaoDB	https://panglaodb.se/	69908	RAB3B, member RAS oncogene family
Mouse	CDK17	Interneurons	PanglaoDB	https://panglaodb.se/	237459	cyclin-dependent kinase 17
Mouse	RGS17	Interneurons	PanglaoDB	https://panglaodb.se/	56533	regulator of G-protein signaling 17
Mouse	ABCC5	Interneurons	PanglaoDB	https://panglaodb.se/	27416	ATP-binding cassette, sub-family C (CFTR/MRP), member 5
Mouse	RAB26	Interneurons	PanglaoDB	https://panglaodb.se/	328778	RAB26, member RAS oncogene family
Mouse	VLDLR	Interneurons	PanglaoDB	https://panglaodb.se/	22359	very low density lipoprotein receptor
Mouse	CACNG7	Interneurons	PanglaoDB	https://panglaodb.se/	81904	calcium channel, voltage-dependent, gamma subunit 7
Mouse	INAFM1	Interneurons	PanglaoDB	https://panglaodb.se/	66300	InaF motif containing 1
Mouse	BRINP1	Interneurons	PanglaoDB	https://panglaodb.se/	56710	bone morphogenic protein/retinoic acid inducible neural specific 1
Mouse	PIANP	Interneurons	PanglaoDB	https://panglaodb.se/	319352	PILR alpha associated neural protein
Mouse	CPLX1	Interneurons	PanglaoDB	https://panglaodb.se/	12889	complexin 1
Mouse	SHISA6	Interneurons	PanglaoDB	https://panglaodb.se/	380702	shisa family member 6
Mouse	DHRS3	Interneurons	PanglaoDB	https://panglaodb.se/	20148	dehydrogenase/reductase (SDR family) member 3
Mouse	GRIA4	Interneurons	PanglaoDB	https://panglaodb.se/	14802	glutamate receptor, ionotropic, AMPA4 (alpha 4)
Mouse	NRSN2	Interneurons	PanglaoDB	https://panglaodb.se/	228777	neurensin 2
Mouse	CDHR1	Interneurons	PanglaoDB	https://panglaodb.se/	170677	cadherin-related family member 1
Mouse	ABR	Interneurons	PanglaoDB	https://panglaodb.se/	109934	active BCR-related gene
Mouse	NRN1	Interneurons	PanglaoDB	https://panglaodb.se/	68404	neuritin 1
Mouse	HIVEP2	Interneurons	PanglaoDB	https://panglaodb.se/	15273	human immunodeficiency virus type I enhancer binding protein 2
Mouse	NXPH4	Interneurons	PanglaoDB	https://panglaodb.se/	104080	neurexophilin 4
Mouse	CDH4	Interneurons	PanglaoDB	https://panglaodb.se/	12561	cadherin 4
Mouse	CHST1	Interneurons	PanglaoDB	https://panglaodb.se/	76969	carbohydrate sulfotransferase 1
Mouse	SHISA9	Interneurons	PanglaoDB	https://panglaodb.se/	72555	shisa family member 9
Mouse	EOMES	Interneurons	PanglaoDB	https://panglaodb.se/	13813	eomesodermin
Mouse	NMB	Interneurons	PanglaoDB	https://panglaodb.se/	68039	neuromedin B
Mouse	LY6G6E	Interneurons	PanglaoDB	https://panglaodb.se/	70274	lymphocyte antigen 6 complex, locus G6E
Mouse	CALN1	Interneurons	PanglaoDB	https://panglaodb.se/	140904	calneuron 1
Mouse	CASK	Interneurons	PanglaoDB	https://panglaodb.se/	12361	calcium/calmodulin-dependent serine protein kinase (MAGUK family)
Mouse	CACNA1E	Interneurons	PanglaoDB	https://panglaodb.se/	12290	calcium channel, voltage-dependent, R type, alpha 1E subunit
Mouse	FAM81A	Interneurons	PanglaoDB	https://panglaodb.se/	76886	family with sequence similarity 81, member A
Mouse	CAMKV	Interneurons	PanglaoDB	https://panglaodb.se/	235604	CaM kinase-like vesicle-associated
Mouse	ARHGAP21	Interneurons	PanglaoDB	https://panglaodb.se/	71435	Rho GTPase activating protein 21
Mouse	DDN	Interneurons	PanglaoDB	https://panglaodb.se/	13199	dendrin
Mouse	SV2B	Interneurons	PanglaoDB	https://panglaodb.se/	64176	synaptic vesicle glycoprotein 2 b
Mouse	FRRS1L	Interneurons	PanglaoDB	https://panglaodb.se/	230235	ferric-chelate reductase 1 like
Mouse	ACSL4	Interneurons	PanglaoDB	https://panglaodb.se/	50790	acyl-CoA synthetase long-chain family member 4
Mouse	CAMK4	Interneurons	PanglaoDB	https://panglaodb.se/	12326	calcium/calmodulin-dependent protein kinase IV
Mouse	NPTXR	Interneurons	PanglaoDB	https://panglaodb.se/	73340	neuronal pentraxin receptor
Mouse	LINGO1	Interneurons	PanglaoDB	https://panglaodb.se/	235402	leucine rich repeat and Ig domain containing 1
Mouse	HPCAL4	Interneurons	PanglaoDB	https://panglaodb.se/	170638	hippocalcin-like 4
Mouse	LMO3	Interneurons	PanglaoDB	https://panglaodb.se/	109593	LIM domain only 3
Mouse	LYPD1	Interneurons	PanglaoDB	https://panglaodb.se/	72585	Ly6/Plaur domain containing 1
Mouse	CHN1	Interneurons	PanglaoDB	https://panglaodb.se/	108699	chimerin 1
Mouse	NRGN	Interneurons	PanglaoDB	https://panglaodb.se/	64011	neurogranin
Mouse	SLC17A7	Interneurons	PanglaoDB	https://panglaodb.se/	72961	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7
Mouse	CAMK2A	Interneurons	PanglaoDB	https://panglaodb.se/	12322	calcium/calmodulin-dependent protein kinase II alpha
Mouse	PRKCB	Interneurons	PanglaoDB	https://panglaodb.se/	18751	protein kinase C, beta
Mouse	NCALD	Interneurons	PanglaoDB	https://panglaodb.se/	52589	neurocalcin delta
Mouse	RAB15	Interneurons	PanglaoDB	https://panglaodb.se/	104886	RAB15, member RAS oncogene family
Mouse	FBXW11	Interneurons	PanglaoDB	https://panglaodb.se/	103583	F-box and WD-40 domain protein 11
Mouse	ADCY1	Interneurons	PanglaoDB	https://panglaodb.se/	432530	adenylate cyclase 1
Mouse	FBXO11	Interneurons	PanglaoDB	https://panglaodb.se/	225055	F-box protein 11
Mouse	IGSF21	Interneurons	PanglaoDB	https://panglaodb.se/	230868	immunoglobulin superfamily, member 21
Mouse	SRGAP3	Interneurons	PanglaoDB	https://panglaodb.se/	259302	SLIT-ROBO Rho GTPase activating protein 3
Mouse	NTNG1	Interneurons	PanglaoDB	https://panglaodb.se/	80883	netrin G1
Mouse	MAGEE1	Interneurons	PanglaoDB	https://panglaodb.se/	107528	melanoma antigen, family E, 1
Mouse	SCAMP1	Interneurons	PanglaoDB	https://panglaodb.se/	107767	secretory carrier membrane protein 1
Mouse	PSD3	Interneurons	PanglaoDB	https://panglaodb.se/	234353	pleckstrin and Sec7 domain containing 3
Mouse	RORA	Interneurons	PanglaoDB	https://panglaodb.se/	19883	RAR-related orphan receptor alpha
Mouse	DCAF7	Interneurons	PanglaoDB	https://panglaodb.se/	71833	DDB1 and CUL4 associated factor 7
Mouse	VGF	Interneurons	PanglaoDB	https://panglaodb.se/	381677	VGF nerve growth factor inducible
Mouse	EID2	Interneurons	PanglaoDB	https://panglaodb.se/	386655	EP300 interacting inhibitor of differentiation 2
Mouse	RGMA	Interneurons	PanglaoDB	https://panglaodb.se/	244058	repulsive guidance molecule family member A
Mouse	SCRT1	Interneurons	PanglaoDB	https://panglaodb.se/	170729	scratch family zinc finger 1
Mouse	POU2F2	Interneurons	PanglaoDB	https://panglaodb.se/	18987	POU domain, class 2, transcription factor 2
Mouse	NBEA	Interneurons	PanglaoDB	https://panglaodb.se/	26422	neurobeachin
Mouse	SRGAP1	Interneurons	PanglaoDB	https://panglaodb.se/	117600	SLIT-ROBO Rho GTPase activating protein 1
Mouse	FCHSD2	Interneurons	PanglaoDB	https://panglaodb.se/	207278	FCH and double SH3 domains 2
Mouse	SLC16A1	Interneurons	PanglaoDB	https://panglaodb.se/	20501	solute carrier family 16 (monocarboxylic acid transporters), member 1
Mouse	SLC36A1	Interneurons	PanglaoDB	https://panglaodb.se/	215335	solute carrier family 36 (proton/amino acid symporter), member 1
Mouse	ATG12	Interneurons	PanglaoDB	https://panglaodb.se/	67526	autophagy related 12
Mouse	SLC17A6	Interneurons	PanglaoDB	https://panglaodb.se/	140919	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6
Mouse	AGAP1	Interneurons	PanglaoDB	https://panglaodb.se/	347722	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1
Mouse	ZDHHC22	Interneurons	PanglaoDB	https://panglaodb.se/	238331	zinc finger, DHHC-type containing 22
Mouse	ACBD5	Interneurons	PanglaoDB	https://panglaodb.se/	74159	acyl-Coenzyme A binding domain containing 5
Mouse	AQP4	Interneurons	PanglaoDB	https://panglaodb.se/	11829	aquaporin 4
Mouse	TMEM163	Interneurons	PanglaoDB	https://panglaodb.se/	72160	transmembrane protein 163
Mouse	ZDHHC17	Interneurons	PanglaoDB	https://panglaodb.se/	320150	zinc finger, DHHC domain containing 17
Mouse	KITL	Interneurons	PanglaoDB	https://panglaodb.se/	17311	kit ligand
Mouse	ZIC4	Interneurons	PanglaoDB	https://panglaodb.se/	22774	zinc finger protein of the cerebellum 4
Mouse	NEFM	Interneurons	PanglaoDB	https://panglaodb.se/	18040	neurofilament, medium polypeptide
Mouse	L1CAM	Interneurons	PanglaoDB	https://panglaodb.se/	16728	L1 cell adhesion molecule
Mouse	IDS	Interneurons	PanglaoDB	https://panglaodb.se/	15931	iduronate 2-sulfatase
Mouse	DNM3	Interneurons	PanglaoDB	https://panglaodb.se/	103967	dynamin 3
Mouse	DNAJC6	Interneurons	PanglaoDB	https://panglaodb.se/	72685	DnaJ heat shock protein family (Hsp40) member C6
Mouse	ADGRA1	Interneurons	PanglaoDB	https://panglaodb.se/	52389	adhesion G protein-coupled receptor A1
Mouse	DZANK1	Interneurons	PanglaoDB	https://panglaodb.se/	241688	double zinc ribbon and ankyrin repeat domains 1
Mouse	SCN2B	Interneurons	PanglaoDB	https://panglaodb.se/	72821	sodium channel, voltage-gated, type II, beta
Mouse	HSPA12A	Interneurons	PanglaoDB	https://panglaodb.se/	73442	heat shock protein 12A
Mouse	SYT13	Interneurons	PanglaoDB	https://panglaodb.se/	80976	synaptotagmin XIII
Mouse	RAMP3	Interneurons	PanglaoDB	https://panglaodb.se/	56089	receptor (calcitonin) activity modifying protein 3
Mouse	LYNX1	Interneurons	PanglaoDB	https://panglaodb.se/	23936	Ly6/neurotoxin 1
Mouse	KCNA2	Interneurons	PanglaoDB	https://panglaodb.se/	16490	potassium voltage-gated channel, shaker-related subfamily, member 2
Mouse	OXR1	Interneurons	PanglaoDB	https://panglaodb.se/	170719	oxidation resistance 1
Mouse	DISP2	Interneurons	PanglaoDB	https://panglaodb.se/	214240	dispatched RND tramsporter family member 2
Mouse	PCSK2	Interneurons	PanglaoDB	https://panglaodb.se/	18549	proprotein convertase subtilisin/kexin type 2
Mouse	SHOX2	Interneurons	PanglaoDB	https://panglaodb.se/	20429	short stature homeobox 2
Mouse	SCN8A	Interneurons	PanglaoDB	https://panglaodb.se/	20273	sodium channel, voltage-gated, type VIII, alpha
Mouse	AAK1	Interneurons	PanglaoDB	https://panglaodb.se/	269774	AP2 associated kinase 1
Mouse	GABRA4	Interneurons	PanglaoDB	https://panglaodb.se/	14397	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4
Mouse	NRIP3	Interneurons	PanglaoDB	https://panglaodb.se/	78593	nuclear receptor interacting protein 3
Mouse	HLF	Interneurons	PanglaoDB	https://panglaodb.se/	217082	hepatic leukemia factor
Mouse	PRKCD	Interneurons	PanglaoDB	https://panglaodb.se/	18753	protein kinase C, delta
Mouse	PTPN3	Interneurons	PanglaoDB	https://panglaodb.se/	545622	protein tyrosine phosphatase, non-receptor type 3
Mouse	KCNC2	Interneurons	PanglaoDB	https://panglaodb.se/	268345	potassium voltage gated channel, Shaw-related subfamily, member 2
Mouse	CDKL5	Interneurons	PanglaoDB	https://panglaodb.se/	382253	cyclin-dependent kinase-like 5
Mouse	CCDC136	Interneurons	PanglaoDB	https://panglaodb.se/	232664	coiled-coil domain containing 136
Mouse	KCNMA1	Interneurons	PanglaoDB	https://panglaodb.se/	16531	potassium large conductance calcium-activated channel, subfamily M, alpha member 1
Mouse	SPOCK3	Interneurons	PanglaoDB	https://panglaodb.se/	72902	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 3
Mouse	PTPN4	Interneurons	PanglaoDB	https://panglaodb.se/	19258	protein tyrosine phosphatase, non-receptor type 4
Mouse	PDP1	Interneurons	PanglaoDB	https://panglaodb.se/	381511	pyruvate dehyrogenase phosphatase catalytic subunit 1
Mouse	RGS7BP	Interneurons	PanglaoDB	https://panglaodb.se/	52882	regulator of G-protein signalling 7 binding protein
Mouse	PLCB4	Interneurons	PanglaoDB	https://panglaodb.se/	18798	phospholipase C, beta 4
Mouse	GABBR2	Interneurons	PanglaoDB	https://panglaodb.se/	242425	gamma-aminobutyric acid (GABA) B receptor, 2
Mouse	ELMO1	Interneurons	PanglaoDB	https://panglaodb.se/	140580	engulfment and cell motility 1
Mouse	ADARB1	Interneurons	PanglaoDB	https://panglaodb.se/	110532	adenosine deaminase, RNA-specific, B1
Mouse	ILDR2	Interneurons	PanglaoDB	https://panglaodb.se/	100039795	immunoglobulin-like domain containing receptor 2
Mouse	AKAP8L	Interneurons	PanglaoDB	https://panglaodb.se/	54194	A kinase (PRKA) anchor protein 8-like
Mouse	SPTY2D1	Interneurons	PanglaoDB	https://panglaodb.se/	101685	SPT2 chromatin protein domain containing 1
Mouse	PCF11	Interneurons	PanglaoDB	https://panglaodb.se/	74737	PCF11 cleavage and polyadenylation factor subunit
Mouse	PARM1	Interneurons	PanglaoDB	https://panglaodb.se/	231440	prostate androgen-regulated mucin-like protein 1
Mouse	PITX2	Interneurons	PanglaoDB	https://panglaodb.se/	18741	paired-like homeodomain transcription factor 2
Mouse	PITX1	Interneurons	PanglaoDB	https://panglaodb.se/	18740	paired-like homeodomain transcription factor 1
Mouse	CLDN9	Interneurons	PanglaoDB	https://panglaodb.se/	56863	claudin 9
Mouse	TCEAL3	Interneurons	PanglaoDB	https://panglaodb.se/	594844	transcription elongation factor A (SII)-like 3
Mouse	KCNK9	Interneurons	PanglaoDB	https://panglaodb.se/	223604	potassium channel, subfamily K, member 9
Mouse	TSHB	Interneurons	PanglaoDB	https://panglaodb.se/	22094	thyroid stimulating hormone, beta subunit
Mouse	RORB	Interneurons	PanglaoDB	https://panglaodb.se/	225998	RAR-related orphan receptor beta
Mouse	GATA2	Interneurons	PanglaoDB	https://panglaodb.se/	14461	GATA binding protein 2
Mouse	TIMELESS	Interneurons	PanglaoDB	https://panglaodb.se/	21853	timeless circadian clock 1
Mouse	CXCL14	Interneurons	PanglaoDB	https://panglaodb.se/	57266	chemokine (C-X-C motif) ligand 14
Mouse	APOC3	Interneurons	PanglaoDB	https://panglaodb.se/	11814	apolipoprotein C-III
Mouse	CES1D	Interneurons	PanglaoDB	https://panglaodb.se/	104158	carboxylesterase 1D
Mouse	CGA	Interneurons	PanglaoDB	https://panglaodb.se/	12640	glycoprotein hormones, alpha subunit
Mouse	ADORA2A	Interneurons	PanglaoDB	https://panglaodb.se/	11540	adenosine A2a receptor
Mouse	RPRML	Interneurons	PanglaoDB	https://panglaodb.se/	104582	reprimo-like
Mouse	CACNB1	Interneurons	PanglaoDB	https://panglaodb.se/	12295	calcium channel, voltage-dependent, beta 1 subunit
Mouse	KCNQ5	Interneurons	PanglaoDB	https://panglaodb.se/	226922	potassium voltage-gated channel, subfamily Q, member 5
Mouse	PRKCG	Interneurons	PanglaoDB	https://panglaodb.se/	18752	protein kinase C, gamma
Mouse	GABRA5	Interneurons	PanglaoDB	https://panglaodb.se/	110886	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 5
Mouse	PAX6	Interneurons	PanglaoDB	https://panglaodb.se/	18508	paired box 6
Mouse	PNOC	Interneurons	PanglaoDB	https://panglaodb.se/	18155	prepronociceptin
Mouse	HTR3A	Interneurons	PanglaoDB	https://panglaodb.se/	15561	5-hydroxytryptamine (serotonin) receptor 3A
Mouse	RELN	Interneurons	PanglaoDB	https://panglaodb.se/	19699	reelin
Mouse	CALB2	Interneurons	PanglaoDB	https://panglaodb.se/	12308	calbindin 2
Mouse	PDE1A	Interneurons	PanglaoDB	https://panglaodb.se/	18573	phosphodiesterase 1A, calmodulin-dependent
Mouse	ADGRL2	Interneurons	PanglaoDB	https://panglaodb.se/	99633	adhesion G protein-coupled receptor L2
Mouse	KCNIP2	Interneurons	PanglaoDB	https://panglaodb.se/	80906	Kv channel-interacting protein 2
Mouse	RGS10	Interneurons	PanglaoDB	https://panglaodb.se/	67865	regulator of G-protein signalling 10
Mouse	NOV	Interneurons	PanglaoDB	https://panglaodb.se/	?	
Mouse	CPNE5	Interneurons	PanglaoDB	https://panglaodb.se/	240058	copine V
Mouse	SLC5A7	Interneurons	PanglaoDB	https://panglaodb.se/	63993	solute carrier family 5 (choline transporter), member 7
Mouse	CRH	Interneurons	PanglaoDB	https://panglaodb.se/	12918	corticotropin releasing hormone
Mouse	GDA	Interneurons	PanglaoDB	https://panglaodb.se/	14544	guanine deaminase
Mouse	SEMA3E	Interneurons	PanglaoDB	https://panglaodb.se/	20349	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E
Mouse	DLX1	Interneurons	PanglaoDB	https://panglaodb.se/	13390	distal-less homeobox 1
Mouse	DLX2	Interneurons	PanglaoDB	https://panglaodb.se/	13392	distal-less homeobox 2
Mouse	DLX5	Interneurons	PanglaoDB	https://panglaodb.se/	13395	distal-less homeobox 5
Mouse	ARX	Interneurons	PanglaoDB	https://panglaodb.se/	11878	aristaless related homeobox
Mouse	NDNF	Interneurons	PanglaoDB	https://panglaodb.se/	68169	neuron-derived neurotrophic factor
Mouse	FOXI1	Ionocytes	PanglaoDB	https://panglaodb.se/	14233	forkhead box I1
Mouse	CFTR	Ionocytes	PanglaoDB	https://panglaodb.se/	12638	cystic fibrosis transmembrane conductance regulator
Mouse	ASCL3	Ionocytes	PanglaoDB	https://panglaodb.se/	56787	achaete-scute family bHLH transcription factor 3
Mouse	CYP2F2	Ionocytes	PanglaoDB	https://panglaodb.se/	13107	cytochrome P450, family 2, subfamily f, polypeptide 2
Mouse	SCGB1A1	Ionocytes	PanglaoDB	https://panglaodb.se/	22287	secretoglobin, family 1A, member 1 (uteroglobin)
Mouse	FOXN4	Ionocytes	PanglaoDB	https://panglaodb.se/	116810	forkhead box N4
Mouse	TFCP2L1	Ionocytes	PanglaoDB	https://panglaodb.se/	81879	transcription factor CP2-like 1
Mouse	SLC12A2	Ionocytes	PanglaoDB	https://panglaodb.se/	20496	solute carrier family 12, member 2
Mouse	CLCNKB	Ionocytes	PanglaoDB	https://panglaodb.se/	56365	chloride channel, voltage-sensitive Kb
Mouse	KCNMA1	Ionocytes	PanglaoDB	https://panglaodb.se/	16531	potassium large conductance calcium-activated channel, subfamily M, alpha member 1
Mouse	SLC9A4	Ionocytes	PanglaoDB	https://panglaodb.se/	110895	solute carrier family 9 (sodium/hydrogen exchanger), member 4
Mouse	SLC9A7	Ionocytes	PanglaoDB	https://panglaodb.se/	236727	solute carrier family 9 (sodium/hydrogen exchanger), member 7
Mouse	TRPV4	Juxtaglomerular cells	PanglaoDB	https://panglaodb.se/	63873	transient receptor potential cation channel, subfamily V, member 4
Mouse	TH	Juxtaglomerular cells	PanglaoDB	https://panglaodb.se/	21823	tyrosine hydroxylase
Mouse	REN1	Juxtaglomerular cells	PanglaoDB	https://panglaodb.se/	19701	renin 1 structural
Mouse	AKR1B7	Juxtaglomerular cells	PanglaoDB	https://panglaodb.se/	11997	aldo-keto reductase family 1, member B7
Mouse	ACTA2	Juxtaglomerular cells	PanglaoDB	https://panglaodb.se/	11475	actin, alpha 2, smooth muscle, aorta
Mouse	MYH11	Juxtaglomerular cells	PanglaoDB	https://panglaodb.se/	17880	myosin, heavy polypeptide 11, smooth muscle
Mouse	CNN1	Juxtaglomerular cells	PanglaoDB	https://panglaodb.se/	12797	calponin 1
Mouse	FLG	Keratinocytes	PanglaoDB	https://panglaodb.se/	14246	filaggrin
Mouse	KPRP	Keratinocytes	PanglaoDB	https://panglaodb.se/	433619	keratinocyte expressed, proline-rich
Mouse	ICAM1	Keratinocytes	PanglaoDB	https://panglaodb.se/	15894	intercellular adhesion molecule 1
Mouse	IVL	Keratinocytes	PanglaoDB	https://panglaodb.se/	16447	involucrin
Mouse	TGM1	Keratinocytes	PanglaoDB	https://panglaodb.se/	21816	transglutaminase 1, K polypeptide
Mouse	KRT1	Keratinocytes	PanglaoDB	https://panglaodb.se/	16678	keratin 1
Mouse	KRT5	Keratinocytes	PanglaoDB	https://panglaodb.se/	110308	keratin 5
Mouse	KRT14	Keratinocytes	PanglaoDB	https://panglaodb.se/	16664	keratin 14
Mouse	KRT16	Keratinocytes	PanglaoDB	https://panglaodb.se/	16666	keratin 16
Mouse	KRT17	Keratinocytes	PanglaoDB	https://panglaodb.se/	16667	keratin 17
Mouse	LAMA5	Keratinocytes	PanglaoDB	https://panglaodb.se/	16776	laminin, alpha 5
Mouse	LCN2	Keratinocytes	PanglaoDB	https://panglaodb.se/	16819	lipocalin 2
Mouse	PLEC	Keratinocytes	PanglaoDB	https://panglaodb.se/	18810	plectin
Mouse	SPRR1A	Keratinocytes	PanglaoDB	https://panglaodb.se/	20753	small proline-rich protein 1A
Mouse	SPRR1B	Keratinocytes	PanglaoDB	https://panglaodb.se/	20754	small proline-rich protein 1B
Mouse	GJB3	Keratinocytes	PanglaoDB	https://panglaodb.se/	14620	gap junction protein, beta 3
Mouse	IRF3	Keratinocytes	PanglaoDB	https://panglaodb.se/	54131	interferon regulatory factor 3
Mouse	LAMC2	Keratinocytes	PanglaoDB	https://panglaodb.se/	16782	laminin, gamma 2
Mouse	SIRT7	Keratinocytes	PanglaoDB	https://panglaodb.se/	209011	sirtuin 7
Mouse	RIPK4	Keratinocytes	PanglaoDB	https://panglaodb.se/	72388	receptor-interacting serine-threonine kinase 4
Mouse	REL	Keratinocytes	PanglaoDB	https://panglaodb.se/	19696	reticuloendotheliosis oncogene
Mouse	IL13RA1	Keratinocytes	PanglaoDB	https://panglaodb.se/	16164	interleukin 13 receptor, alpha 1
Mouse	SGPP1	Keratinocytes	PanglaoDB	https://panglaodb.se/	81535	sphingosine-1-phosphate phosphatase 1
Mouse	PKP3	Keratinocytes	PanglaoDB	https://panglaodb.se/	56460	plakophilin 3
Mouse	PKP1	Keratinocytes	PanglaoDB	https://panglaodb.se/	18772	plakophilin 1
Mouse	ANXA8	Keratinocytes	PanglaoDB	https://panglaodb.se/	11752	annexin A8
